ReturnID,OrderID,Reason
RE01575,ORD18518,Wrong Item
RE01576,ORD26503,Wrong Item
RE01577,ORD19009,Other
RE01578,ORD54363,Other
RE01579,ORD48992,Damaged
RE01580,ORD03510,Other
RE01581,ORD40976,Other
RE01582,ORD57006,Other
RE01583,ORD31170,Damaged
RE01584,ORD20773,Damaged
RE01585,ORD25141,Wrong Item
RE01586,ORD00781,Wrong Item
RE01587,ORD06944,Wrong Item
RE01588,ORD42899,Customer Dissatisfaction
RE01589,ORD56764,Customer Dissatisfaction
RE01590,ORD17823,Damaged
RE01591,ORD25656,Wrong Item
RE01592,ORD02052,Customer Dissatisfaction
RE01593,ORD24425,Wrong Item
RE01594,ORD11427,Wrong Item
RE01595,ORD09127,Other
RE01596,ORD52126,Other
RE01597,ORD45513,Other
RE01598,ORD25543,Wrong Item
RE01599,ORD55792,Customer Dissatisfaction
RE01600,ORD04009,Other
RE01601,ORD39158,Wrong Item
RE01602,ORD23532,Wrong Item
RE01603,ORD57288,Damaged
RE01604,ORD40072,Customer Dissatisfaction
RE01605,ORD23287,Other
RE01606,ORD00775,Customer Dissatisfaction
RE01607,ORD06426,Wrong Item
RE01608,ORD37870,Other
RE01609,ORD47803,Damaged
RE01610,ORD17171,Wrong Item
RE01611,ORD10667,Customer Dissatisfaction
RE01612,ORD26874,Wrong Item
RE01613,ORD54702,Damaged
RE01614,ORD54194,Other
RE01615,ORD54459,Customer Dissatisfaction
RE01616,ORD39738,Other
RE01617,ORD45144,Customer Dissatisfaction
RE01618,ORD23951,Wrong Item
RE01619,ORD54220,Wrong Item
RE01620,ORD41821,Wrong Item
RE01621,ORD00109,Damaged
RE01622,ORD14025,Customer Dissatisfaction
RE01623,ORD16896,Damaged
RE01624,ORD19778,Other
RE01625,ORD36556,Customer Dissatisfaction
RE01626,ORD44590,Other
RE01627,ORD48422,Other
RE01628,ORD19736,Wrong Item
RE01629,ORD16553,Customer Dissatisfaction
RE01630,ORD19281,Damaged
RE01631,ORD44164,Wrong Item
RE01632,ORD21541,Other
RE01633,ORD26974,Damaged
RE01634,ORD50567,Wrong Item
RE01635,ORD29347,Other
RE01636,ORD52092,Damaged
RE01637,ORD33826,Damaged
RE01638,ORD11014,Customer Dissatisfaction
RE01639,ORD50521,Other
RE01640,ORD30563,Damaged
RE01641,ORD38252,Wrong Item
RE01642,ORD26411,Customer Dissatisfaction
RE01643,ORD35777,Wrong Item
RE01644,ORD04847,Damaged
RE01645,ORD21329,Other
RE01646,ORD01162,Wrong Item
RE01647,ORD39623,Wrong Item
RE01648,ORD38789,Other
RE01649,ORD09653,Damaged
RE01650,ORD34514,Other
RE01651,ORD47258,Damaged
RE01652,ORD39522,Wrong Item
RE01653,ORD30923,Customer Dissatisfaction
RE01654,ORD54792,Wrong Item
RE01655,ORD50110,Damaged
RE01656,ORD36104,Customer Dissatisfaction
RE01657,ORD41536,Damaged
RE01658,ORD46206,Damaged
RE01659,ORD55885,Other
RE01660,ORD18073,Damaged
RE01661,ORD35258,Other
RE01662,ORD47424,Other
RE01663,ORD17112,Customer Dissatisfaction
RE01664,ORD13457,Other
RE01665,ORD07470,Other
RE01666,ORD08003,Customer Dissatisfaction
RE01667,ORD07950,Damaged
RE01668,ORD01749,Customer Dissatisfaction
RE01669,ORD51830,Customer Dissatisfaction
RE01670,ORD09406,Damaged
RE01671,ORD13263,Customer Dissatisfaction
RE01672,ORD49525,Other
RE01673,ORD07799,Damaged
RE01674,ORD51011,Other
RE01675,ORD30353,Damaged
RE01676,ORD32962,Damaged
RE01677,ORD17343,Wrong Item
RE01678,ORD16087,Damaged
RE01679,ORD15422,Other
RE01680,ORD10109,Wrong Item
RE01681,ORD40987,Other
RE01682,ORD05862,Customer Dissatisfaction
RE01683,ORD36773,Customer Dissatisfaction
RE01684,ORD16407,Customer Dissatisfaction
RE01685,ORD38739,Damaged
RE01686,ORD32433,Wrong Item
RE01687,ORD34121,Other
RE01688,ORD42066,Other
RE01689,ORD08773,Damaged
RE01690,ORD41766,Damaged
RE01691,ORD27566,Wrong Item
RE01692,ORD27641,Wrong Item
RE01693,ORD10114,Customer Dissatisfaction
RE01694,ORD55080,Customer Dissatisfaction
RE01695,ORD04427,Wrong Item
RE01696,ORD38266,Customer Dissatisfaction
RE01697,ORD25302,Other
RE01698,ORD32801,Wrong Item
RE01699,ORD25875,Damaged
RE01700,ORD45062,Customer Dissatisfaction
RE01701,ORD17138,Customer Dissatisfaction
RE01702,ORD49335,Customer Dissatisfaction
RE01703,ORD19810,Customer Dissatisfaction
RE01704,ORD01667,Wrong Item
RE01705,ORD42533,Wrong Item
RE01706,ORD39762,Damaged
RE01707,ORD21834,Other
RE01708,ORD17965,Wrong Item
RE01709,ORD37855,Wrong Item
RE01710,ORD55854,Damaged
RE01711,ORD16413,Damaged
RE01712,ORD48379,Other
RE01713,ORD38714,Damaged
RE01714,ORD17045,Damaged
RE01715,ORD56128,Damaged
RE01716,ORD12642,Damaged
RE01717,ORD59455,Wrong Item
RE01718,ORD27388,Damaged
RE01719,ORD16067,Wrong Item
RE01720,ORD47697,Customer Dissatisfaction
RE01721,ORD47476,Damaged
RE01722,ORD34554,Customer Dissatisfaction
RE01723,ORD40042,Wrong Item
RE01724,ORD59087,Other
RE01725,ORD03446,Customer Dissatisfaction
RE01726,ORD41607,Damaged
RE01727,ORD04791,Other
RE01728,ORD43744,Customer Dissatisfaction
RE01729,ORD20920,Damaged
RE01730,ORD19221,Wrong Item
RE01731,ORD03261,Customer Dissatisfaction
RE01732,ORD39439,Other
RE01733,ORD55601,Damaged
RE01734,ORD53084,Customer Dissatisfaction
RE01735,ORD55121,Wrong Item
RE01736,ORD41042,Damaged
RE01737,ORD07558,Other
RE01738,ORD23900,Other
RE01739,ORD47330,Other
RE01740,ORD47349,Customer Dissatisfaction
RE01741,ORD26376,Customer Dissatisfaction
RE01742,ORD10199,Other
RE01743,ORD32381,Wrong Item
RE01744,ORD39176,Other
RE01745,ORD06232,Wrong Item
RE01746,ORD09614,Other
RE01747,ORD12197,Damaged
RE01748,ORD17991,Customer Dissatisfaction
RE01749,ORD50053,Damaged
RE01750,ORD00977,Other
RE01751,ORD25839,Customer Dissatisfaction
RE01752,ORD41554,Customer Dissatisfaction
RE01753,ORD41823,Damaged
RE01754,ORD08303,Customer Dissatisfaction
RE01755,ORD24696,Wrong Item
RE01756,ORD52572,Damaged
RE01757,ORD52387,Damaged
RE01758,ORD10232,Wrong Item
RE01759,ORD11759,Customer Dissatisfaction
RE01760,ORD41583,Damaged
RE01761,ORD49074,Customer Dissatisfaction
RE01762,ORD11705,Damaged
RE01763,ORD09132,Other
RE01764,ORD11991,Wrong Item
RE01765,ORD19420,Customer Dissatisfaction
RE01766,ORD06043,Other
RE01767,ORD14371,Damaged
RE01768,ORD55046,Wrong Item
RE01769,ORD20027,Customer Dissatisfaction
RE01770,ORD31280,Damaged
RE01771,ORD32179,Other
RE01772,ORD00563,Customer Dissatisfaction
RE01773,ORD10286,Customer Dissatisfaction
RE01774,ORD37349,Customer Dissatisfaction
RE01775,ORD55341,Damaged
RE01776,ORD25714,Wrong Item
RE01777,ORD57891,Customer Dissatisfaction
RE01778,ORD06461,Other
RE01779,ORD10417,Customer Dissatisfaction
RE01780,ORD32584,Other
RE01781,ORD05627,Wrong Item
RE01782,ORD12352,Customer Dissatisfaction
RE01783,ORD40094,Wrong Item
RE01784,ORD44807,Customer Dissatisfaction
RE01785,ORD06459,Other
RE01786,ORD36603,Customer Dissatisfaction
RE01787,ORD34834,Damaged
RE01788,ORD16669,Customer Dissatisfaction
RE01789,ORD39054,Damaged
RE01790,ORD24432,Customer Dissatisfaction
RE01791,ORD47170,Damaged
RE01792,ORD05422,Wrong Item
RE01793,ORD56187,Wrong Item
RE01794,ORD08510,Other
RE01795,ORD37282,Wrong Item
RE01796,ORD29793,Other
RE01797,ORD58809,Wrong Item
RE01798,ORD20073,Other
RE01799,ORD57772,Damaged
RE01800,ORD14156,Other
RE01801,ORD54722,Damaged
RE01802,ORD42293,Wrong Item
RE01803,ORD34792,Damaged
RE01804,ORD15461,Wrong Item
RE01805,ORD08327,Damaged
RE01806,ORD14725,Customer Dissatisfaction
RE01807,ORD38232,Wrong Item
RE01808,ORD45170,Damaged
RE01809,ORD18646,Damaged
RE01810,ORD50464,Customer Dissatisfaction
RE01811,ORD40267,Other
RE01812,ORD27323,Customer Dissatisfaction
RE01813,ORD55047,Wrong Item
RE01814,ORD43100,Other
RE01815,ORD42824,Wrong Item
RE01816,ORD07576,Other
RE01817,ORD08136,Wrong Item
RE01818,ORD49814,Damaged
RE01819,ORD28593,Customer Dissatisfaction
RE01820,ORD08283,Other
RE01821,ORD16099,Customer Dissatisfaction
RE01822,ORD42740,Other
RE01823,ORD27159,Damaged
RE01824,ORD06309,Other
RE01825,ORD14904,Other
RE01826,ORD49648,Wrong Item
RE01827,ORD11985,Wrong Item
RE01828,ORD43640,Other
RE01829,ORD40388,Wrong Item
RE01830,ORD56180,Other
RE01831,ORD47209,Wrong Item
RE01832,ORD35968,Other
RE01833,ORD15035,Wrong Item
RE01834,ORD25031,Damaged
RE01835,ORD02228,Wrong Item
RE01836,ORD43974,Other
RE01837,ORD15634,Customer Dissatisfaction
RE01838,ORD32794,Customer Dissatisfaction
RE01839,ORD31682,Wrong Item
RE01840,ORD46044,Damaged
RE01841,ORD11716,Damaged
RE01842,ORD36773,Damaged
RE01843,ORD37326,Damaged
RE01844,ORD41245,Damaged
RE01845,ORD09444,Wrong Item
RE01846,ORD44653,Damaged
RE01847,ORD30128,Damaged
RE01848,ORD05421,Other
RE01849,ORD59379,Other
RE01850,ORD53550,Customer Dissatisfaction
RE01851,ORD47812,Other
RE01852,ORD09576,Damaged
RE01853,ORD26515,Other
RE01854,ORD28903,Wrong Item
RE01855,ORD27420,Wrong Item
RE01856,ORD27517,Wrong Item
RE01857,ORD07177,Wrong Item
RE01858,ORD28445,Wrong Item
RE01859,ORD59025,Wrong Item
RE01860,ORD14884,Other
RE01861,ORD18897,Customer Dissatisfaction
RE01862,ORD22428,Other
RE01863,ORD27351,Customer Dissatisfaction
RE01864,ORD04173,Wrong Item
RE01865,ORD53775,Damaged
RE01866,ORD06473,Other
RE01867,ORD49944,Damaged
RE01868,ORD06780,Other
RE01869,ORD19235,Other
RE01870,ORD51252,Damaged
RE01871,ORD19099,Damaged
RE01872,ORD01023,Damaged
RE01873,ORD04859,Customer Dissatisfaction
RE01874,ORD03412,Wrong Item
RE01875,ORD04120,Wrong Item
RE01876,ORD50192,Customer Dissatisfaction
RE01877,ORD39513,Wrong Item
RE01878,ORD10117,Damaged
RE01879,ORD15879,Customer Dissatisfaction
RE01880,ORD59892,Other
RE01881,ORD37068,Other
RE01882,ORD08495,Customer Dissatisfaction
RE01883,ORD42712,Customer Dissatisfaction
RE01884,ORD59509,Damaged
RE01885,ORD43517,Other
RE01886,ORD52238,Other
RE01887,ORD03523,Damaged
RE01888,ORD14868,Other
RE01889,ORD01304,Wrong Item
RE01890,ORD52809,Other
RE01891,ORD52031,Other
RE01892,ORD59940,Damaged
RE01893,ORD12674,Damaged
RE01894,ORD11751,Damaged
RE01895,ORD15023,Wrong Item
RE01896,ORD53866,Damaged
RE01897,ORD43697,Customer Dissatisfaction
RE01898,ORD53447,Damaged
RE01899,ORD54805,Damaged
RE01900,ORD35910,Other
RE01901,ORD55457,Damaged
RE01902,ORD29653,Other
RE01903,ORD39329,Other
RE01904,ORD08910,Other
RE01905,ORD31169,Damaged
RE01906,ORD36949,Customer Dissatisfaction
RE01907,ORD13359,Damaged
RE01908,ORD12457,Customer Dissatisfaction
RE01909,ORD45255,Wrong Item
RE01910,ORD48343,Wrong Item
RE01911,ORD37394,Wrong Item
RE01912,ORD26890,Other
RE01913,ORD26574,Damaged
RE01914,ORD10474,Other
RE01915,ORD33181,Other
RE01916,ORD26489,Damaged
RE01917,ORD10752,Wrong Item
RE01918,ORD02053,Damaged
RE01919,ORD33443,Customer Dissatisfaction
RE01920,ORD54374,Damaged
RE01921,ORD58865,Customer Dissatisfaction
RE01922,ORD03971,Wrong Item
RE01923,ORD19535,Customer Dissatisfaction
RE01924,ORD01736,Customer Dissatisfaction
RE01925,ORD34725,Wrong Item
RE01926,ORD07016,Other
RE01927,ORD11227,Other
RE01928,ORD11748,Customer Dissatisfaction
RE01929,ORD11835,Wrong Item
RE01930,ORD09273,Wrong Item
RE01931,ORD04109,Customer Dissatisfaction
RE01932,ORD04766,Wrong Item
RE01933,ORD32403,Damaged
RE01934,ORD47352,Customer Dissatisfaction
RE01935,ORD20084,Wrong Item
RE01936,ORD56408,Wrong Item
RE01937,ORD40777,Wrong Item
RE01938,ORD26045,Other
RE01939,ORD38885,Other
RE01940,ORD53899,Other
RE01941,ORD07044,Other
RE01942,ORD39524,Customer Dissatisfaction
RE01943,ORD15984,Wrong Item
RE01944,ORD56053,Customer Dissatisfaction
RE01945,ORD09199,Customer Dissatisfaction
RE01946,ORD55443,Damaged
RE01947,ORD18403,Other
RE01948,ORD31729,Damaged
RE01949,ORD00638,Damaged
RE01950,ORD09709,Damaged
RE01951,ORD17333,Wrong Item
RE01952,ORD33949,Damaged
RE01953,ORD04379,Customer Dissatisfaction
RE01954,ORD44134,Customer Dissatisfaction
RE01955,ORD05662,Other
RE01956,ORD01803,Other
RE01957,ORD49958,Customer Dissatisfaction
RE01958,ORD11031,Customer Dissatisfaction
RE01959,ORD56366,Wrong Item
RE01960,ORD25746,Other
RE01961,ORD03380,Wrong Item
RE01962,ORD44698,Other
RE01963,ORD28605,Damaged
RE01964,ORD06517,Other
RE01965,ORD02017,Wrong Item
RE01966,ORD38638,Customer Dissatisfaction
RE01967,ORD05823,Other
RE01968,ORD52535,Customer Dissatisfaction
RE01969,ORD04676,Other
RE01970,ORD45922,Wrong Item
RE01971,ORD59498,Customer Dissatisfaction
RE01972,ORD57392,Damaged
RE01973,ORD56357,Damaged
RE01974,ORD19116,Other
RE01975,ORD38342,Customer Dissatisfaction
RE01976,ORD53528,Damaged
RE01977,ORD17697,Customer Dissatisfaction
RE01978,ORD24880,Wrong Item
RE01979,ORD13183,Wrong Item
RE01980,ORD20168,Other
RE01981,ORD51100,Wrong Item
RE01982,ORD14830,Wrong Item
RE01983,ORD07702,Damaged
RE01984,ORD58729,Wrong Item
RE01985,ORD24176,Customer Dissatisfaction
RE01986,ORD32619,Customer Dissatisfaction
RE01987,ORD07038,Wrong Item
RE01988,ORD00881,Other
RE01989,ORD42982,Damaged
RE01990,ORD39822,Damaged
RE01991,ORD29281,Customer Dissatisfaction
RE01992,ORD07002,Other
RE01993,ORD16687,Customer Dissatisfaction
RE01994,ORD27191,Customer Dissatisfaction
RE01995,ORD16965,Wrong Item
RE01996,ORD38530,Other
RE01997,ORD49648,Damaged
RE01998,ORD51953,Customer Dissatisfaction
RE01999,ORD38554,Other
RE02000,ORD39631,Wrong Item
RE02001,ORD45461,Wrong Item
RE02002,ORD33956,Customer Dissatisfaction
RE02003,ORD35690,Other
RE02004,ORD41477,Other
RE02005,ORD47141,Damaged
RE02006,ORD19283,Wrong Item
RE02007,ORD33816,Wrong Item
RE02008,ORD20756,Wrong Item
RE02009,ORD26100,Wrong Item
RE02010,ORD54963,Other
RE02011,ORD47173,Wrong Item
RE02012,ORD47555,Customer Dissatisfaction
RE02013,ORD57813,Damaged
RE02014,ORD26740,Wrong Item
RE02015,ORD56220,Damaged
RE02016,ORD52356,Other
RE02017,ORD39634,Wrong Item
RE02018,ORD49420,Customer Dissatisfaction
RE02019,ORD45889,Other
RE02020,ORD01178,Other
RE02021,ORD36838,Damaged
RE02022,ORD11445,Wrong Item
RE02023,ORD32611,Wrong Item
RE02024,ORD19371,Customer Dissatisfaction
RE02025,ORD25948,Other
RE02026,ORD58693,Customer Dissatisfaction
RE02027,ORD57120,Other
RE02028,ORD32188,Other
RE02029,ORD24012,Wrong Item
RE02030,ORD12737,Customer Dissatisfaction
RE02031,ORD19999,Damaged
RE02032,ORD45382,Customer Dissatisfaction
RE02033,ORD12819,Customer Dissatisfaction
RE02034,ORD13066,Other
RE02035,ORD14097,Other
RE02036,ORD05944,Damaged
RE02037,ORD28708,Other
RE02038,ORD14220,Damaged
RE02039,ORD12315,Wrong Item
RE02040,ORD02409,Wrong Item
RE02041,ORD52326,Damaged
RE02042,ORD49054,Damaged
RE02043,ORD58768,Damaged
RE02044,ORD50870,Customer Dissatisfaction
RE02045,ORD44153,Customer Dissatisfaction
RE02046,ORD09032,Wrong Item
RE02047,ORD19041,Other
RE02048,ORD28943,Wrong Item
RE02049,ORD02650,Customer Dissatisfaction
RE02050,ORD26172,Wrong Item
RE02051,ORD16122,Damaged
RE02052,ORD52789,Customer Dissatisfaction
RE02053,ORD21453,Other
RE02054,ORD34468,Wrong Item
RE02055,ORD14117,Customer Dissatisfaction
RE02056,ORD55554,Other
RE02057,ORD32225,Customer Dissatisfaction
RE02058,ORD12836,Customer Dissatisfaction
RE02059,ORD33721,Other
RE02060,ORD20001,Customer Dissatisfaction
RE02061,ORD05422,Wrong Item
RE02062,ORD47334,Other
RE02063,ORD25014,Other
RE02064,ORD57362,Wrong Item
RE02065,ORD47906,Damaged
RE02066,ORD00695,Damaged
RE02067,ORD17641,Damaged
RE02068,ORD13786,Damaged
RE02069,ORD00770,Damaged
RE02070,ORD52432,Customer Dissatisfaction
RE02071,ORD49233,Damaged
RE02072,ORD51767,Wrong Item
RE02073,ORD46468,Other
RE02074,ORD46466,Damaged
RE02075,ORD29209,Other
RE02076,ORD27074,Customer Dissatisfaction
RE02077,ORD18989,Damaged
RE02078,ORD01576,Other
RE02079,ORD30441,Customer Dissatisfaction
RE02080,ORD15873,Damaged
RE02081,ORD25667,Other
RE02082,ORD49290,Customer Dissatisfaction
RE02083,ORD23918,Wrong Item
RE02084,ORD34367,Wrong Item
RE02085,ORD27666,Wrong Item
RE02086,ORD07096,Other
RE02087,ORD47424,Other
RE02088,ORD11236,Other
RE02089,ORD07895,Other
RE02090,ORD37976,Other
RE02091,ORD27594,Other
RE02092,ORD54973,Damaged
RE02093,ORD15319,Damaged
RE02094,ORD25162,Damaged
RE02095,ORD38560,Wrong Item
RE02096,ORD21273,Wrong Item
RE02097,ORD23624,Customer Dissatisfaction
RE02098,ORD56214,Customer Dissatisfaction
RE02099,ORD54028,Customer Dissatisfaction
RE02100,ORD56941,Damaged
RE02101,ORD15892,Customer Dissatisfaction
RE02102,ORD12642,Damaged
RE02103,ORD25997,Customer Dissatisfaction
RE02104,ORD47948,Customer Dissatisfaction
RE02105,ORD48829,Damaged
RE02106,ORD14584,Customer Dissatisfaction
RE02107,ORD53335,Damaged
RE02108,ORD51702,Damaged
RE02109,ORD47168,Damaged
RE02110,ORD26999,Damaged
RE02111,ORD45341,Customer Dissatisfaction
RE02112,ORD47103,Other
RE02113,ORD36242,Wrong Item
RE02114,ORD29142,Damaged
RE02115,ORD08549,Wrong Item
RE02116,ORD56943,Damaged
RE02117,ORD22243,Other
RE02118,ORD26150,Customer Dissatisfaction
RE02119,ORD39966,Customer Dissatisfaction
RE02120,ORD38261,Damaged
RE02121,ORD07859,Customer Dissatisfaction
RE02122,ORD13933,Customer Dissatisfaction
RE02123,ORD25475,Other
RE02124,ORD10197,Damaged
RE02125,ORD45500,Damaged
RE02126,ORD16790,Damaged
RE02127,ORD45047,Wrong Item
RE02128,ORD12043,Customer Dissatisfaction
RE02129,ORD01234,Customer Dissatisfaction
RE02130,ORD05996,Customer Dissatisfaction
RE02131,ORD20524,Other
RE02132,ORD36885,Wrong Item
RE02133,ORD50057,Wrong Item
RE02134,ORD43963,Wrong Item
RE02135,ORD42343,Damaged
RE02136,ORD28497,Damaged
RE02137,ORD56918,Damaged
RE02138,ORD29563,Other
RE02139,ORD43796,Damaged
RE02140,ORD17187,Customer Dissatisfaction
RE02141,ORD23642,Damaged
RE02142,ORD14021,Other
RE02143,ORD15929,Wrong Item
RE02144,ORD58574,Damaged
RE02145,ORD14054,Damaged
RE02146,ORD46644,Customer Dissatisfaction
RE02147,ORD43427,Other
RE02148,ORD06732,Other
RE02149,ORD11547,Damaged
RE02150,ORD48410,Customer Dissatisfaction
RE02151,ORD18995,Wrong Item
RE02152,ORD34992,Other
RE02153,ORD44670,Wrong Item
RE02154,ORD03938,Other
RE02155,ORD41299,Damaged
RE02156,ORD46231,Damaged
RE02157,ORD14167,Other
RE02158,ORD24226,Customer Dissatisfaction
RE02159,ORD47936,Wrong Item
RE02160,ORD16625,Other
RE02161,ORD42065,Customer Dissatisfaction
RE02162,ORD09639,Damaged
RE02163,ORD27842,Other
RE02164,ORD52585,Wrong Item
RE02165,ORD37677,Wrong Item
RE02166,ORD54011,Damaged
RE02167,ORD22661,Other
RE02168,ORD30234,Customer Dissatisfaction
RE02169,ORD21932,Customer Dissatisfaction
RE02170,ORD06936,Wrong Item
RE02171,ORD33762,Customer Dissatisfaction
RE02172,ORD47779,Wrong Item
RE02173,ORD05396,Customer Dissatisfaction
RE02174,ORD19697,Damaged
RE02175,ORD09614,Damaged
RE02176,ORD37266,Other
RE02177,ORD44449,Customer Dissatisfaction
RE02178,ORD23217,Customer Dissatisfaction
RE02179,ORD49043,Other
RE02180,ORD50246,Customer Dissatisfaction
RE02181,ORD31390,Customer Dissatisfaction
RE02182,ORD07886,Customer Dissatisfaction
RE02183,ORD12011,Customer Dissatisfaction
RE02184,ORD16553,Damaged
RE02185,ORD49528,Customer Dissatisfaction
RE02186,ORD13310,Other
RE02187,ORD02476,Other
RE02188,ORD10643,Damaged
RE02189,ORD07707,Wrong Item
RE02190,ORD48927,Customer Dissatisfaction
RE02191,ORD18920,Customer Dissatisfaction
RE02192,ORD14674,Other
RE02193,ORD56200,Customer Dissatisfaction
RE02194,ORD14576,Damaged
RE02195,ORD50817,Wrong Item
RE02196,ORD38520,Damaged
RE02197,ORD35883,Customer Dissatisfaction
RE02198,ORD18793,Other
RE02199,ORD10425,Wrong Item
RE02200,ORD32493,Damaged
RE02201,ORD13851,Wrong Item
RE02202,ORD12091,Other
RE02203,ORD02785,Other
RE02204,ORD12310,Customer Dissatisfaction
RE02205,ORD57632,Damaged
RE02206,ORD02653,Wrong Item
RE02207,ORD55724,Wrong Item
RE02208,ORD42758,Other
RE02209,ORD57041,Other
RE02210,ORD59373,Damaged
RE02211,ORD23896,Damaged
RE02212,ORD17301,Other
RE02213,ORD16162,Damaged
RE02214,ORD46094,Customer Dissatisfaction
RE02215,ORD45014,Damaged
RE02216,ORD31296,Other
RE02217,ORD26940,Wrong Item
RE02218,ORD27235,Wrong Item
RE02219,ORD37179,Damaged
RE02220,ORD15396,Customer Dissatisfaction
RE02221,ORD55247,Other
RE02222,ORD54600,Damaged
RE02223,ORD47545,Customer Dissatisfaction
RE02224,ORD01592,Customer Dissatisfaction
RE02225,ORD55465,Other
RE02226,ORD55980,Other
RE02227,ORD33598,Wrong Item
RE02228,ORD43510,Wrong Item
RE02229,ORD54050,Customer Dissatisfaction
RE02230,ORD48413,Other
RE02231,ORD23176,Damaged
RE02232,ORD41522,Wrong Item
RE02233,ORD18001,Wrong Item
RE02234,ORD06036,Other
RE02235,ORD45907,Damaged
RE02236,ORD20395,Wrong Item
RE02237,ORD32479,Wrong Item
RE02238,ORD10439,Other
RE02239,ORD41366,Customer Dissatisfaction
RE02240,ORD35375,Wrong Item
RE02241,ORD27124,Customer Dissatisfaction
RE02242,ORD51250,Other
RE02243,ORD25374,Damaged
RE02244,ORD03496,Wrong Item
RE02245,ORD39993,Wrong Item
RE02246,ORD30003,Customer Dissatisfaction
RE02247,ORD45558,Wrong Item
RE02248,ORD46525,Other
RE02249,ORD54128,Damaged
RE02250,ORD07969,Damaged
RE02251,ORD55626,Wrong Item
RE02252,ORD50920,Other
RE02253,ORD43362,Other
RE02254,ORD05415,Customer Dissatisfaction
RE02255,ORD26434,Wrong Item
RE02256,ORD18652,Wrong Item
RE02257,ORD26731,Wrong Item
RE02258,ORD29938,Wrong Item
RE02259,ORD17129,Wrong Item
RE02260,ORD26707,Other
RE02261,ORD34167,Other
RE02262,ORD46310,Other
RE02263,ORD20429,Damaged
RE02264,ORD41055,Other
RE02265,ORD41824,Damaged
RE02266,ORD12828,Damaged
RE02267,ORD02151,Other
RE02268,ORD28567,Wrong Item
RE02269,ORD28967,Damaged
RE02270,ORD57223,Damaged
RE02271,ORD55902,Other
RE02272,ORD04763,Other
RE02273,ORD44369,Customer Dissatisfaction
RE02274,ORD25777,Damaged
RE02275,ORD22530,Other
RE02276,ORD16607,Wrong Item
RE02277,ORD23190,Customer Dissatisfaction
RE02278,ORD53441,Other
RE02279,ORD04874,Wrong Item
RE02280,ORD34786,Wrong Item
RE02281,ORD32246,Damaged
RE02282,ORD37014,Damaged
RE02283,ORD40493,Customer Dissatisfaction
RE02284,ORD44582,Other
RE02285,ORD37410,Damaged
RE02286,ORD45498,Damaged
RE02287,ORD38904,Other
RE02288,ORD27313,Wrong Item
RE02289,ORD49953,Damaged
RE02290,ORD09526,Customer Dissatisfaction
RE02291,ORD33480,Damaged
RE02292,ORD21955,Damaged
RE02293,ORD00226,Damaged
RE02294,ORD28488,Damaged
RE02295,ORD15826,Damaged
RE02296,ORD06881,Customer Dissatisfaction
RE02297,ORD05701,Wrong Item
RE02298,ORD52632,Customer Dissatisfaction
RE02299,ORD47266,Other
RE02300,ORD51797,Wrong Item
RE02301,ORD08060,Damaged
RE02302,ORD53575,Customer Dissatisfaction
RE02303,ORD28676,Wrong Item
RE02304,ORD58274,Customer Dissatisfaction
RE02305,ORD51405,Other
RE02306,ORD28074,Other
RE02307,ORD04378,Other
RE02308,ORD18305,Damaged
RE02309,ORD23886,Damaged
RE02310,ORD34586,Other
RE02311,ORD17906,Customer Dissatisfaction
RE02312,ORD54636,Other
RE02313,ORD01439,Other
RE02314,ORD32511,Wrong Item
RE02315,ORD27040,Customer Dissatisfaction
RE02316,ORD49388,Other
RE02317,ORD22554,Customer Dissatisfaction
RE02318,ORD24652,Customer Dissatisfaction
RE02319,ORD51757,Damaged
RE02320,ORD36676,Other
RE02321,ORD41543,Wrong Item
RE02322,ORD57742,Wrong Item
RE02323,ORD48270,Damaged
RE02324,ORD11834,Customer Dissatisfaction
RE02325,ORD32380,Customer Dissatisfaction
RE02326,ORD37908,Wrong Item
RE02327,ORD35673,Damaged
RE02328,ORD45840,Damaged
RE02329,ORD25049,Wrong Item
RE02330,ORD06809,Wrong Item
RE02331,ORD24994,Wrong Item
RE02332,ORD58576,Customer Dissatisfaction
RE02333,ORD55181,Other
RE02334,ORD59349,Customer Dissatisfaction
RE02335,ORD37479,Wrong Item
RE02336,ORD40427,Customer Dissatisfaction
RE02337,ORD31276,Damaged
RE02338,ORD00614,Other
RE02339,ORD01958,Other
RE02340,ORD12724,Damaged
RE02341,ORD40098,Other
RE02342,ORD45066,Other
RE02343,ORD11968,Other
RE02344,ORD15849,Wrong Item
RE02345,ORD42294,Other
RE02346,ORD44092,Customer Dissatisfaction
RE02347,ORD55139,Other
RE02348,ORD00897,Damaged
RE02349,ORD44465,Wrong Item
RE02350,ORD28340,Wrong Item
RE02351,ORD57462,Customer Dissatisfaction
RE02352,ORD57644,Damaged
RE02353,ORD08044,Wrong Item
RE02354,ORD53877,Customer Dissatisfaction
RE02355,ORD37997,Wrong Item
RE02356,ORD56156,Other
RE02357,ORD55480,Other
RE02358,ORD54635,Other
RE02359,ORD30221,Customer Dissatisfaction
RE02360,ORD59488,Damaged
RE02361,ORD42617,Other
RE02362,ORD47193,Other
RE02363,ORD30054,Other
RE02364,ORD23730,Wrong Item
RE02365,ORD57686,Customer Dissatisfaction
RE02366,ORD58183,Wrong Item
RE02367,ORD50732,Customer Dissatisfaction
